texto,origen,texto_limpio,tokens,longitud
Economía de pobreza es lo q hay en el pais xq ni para la canasta básica alcansa el miserable sueldo de las empleadas doméstica peor para los agricultores q ganan 15 dolares todo el dia,facebook,economia de pobreza es lo q hay en el pais xq ni para la canasta basica alcansa el miserable sueldo de las empleadas domestica peor para los agricultores q ganan dolares todo el dia,"['economi', 'pobrez', 'pais', 'canast', 'basic', 'alcans', 'miser', 'sueld', 'emple', 'domest', 'peor', 'agricultor', 'gan', 'dolar', 'dia']",35
Quiere quebrar al IESS ese es la estrategia para después privatizarlo. Alerta pueblo Ecuatoriano,facebook,quiere quebrar al iess ese es la estrategia para despues privatizarlo alerta pueblo ecuatoriano,"['quier', 'quebr', 'iess', 'estrategi', 'despu', 'privatiz', 'alert', 'puebl', 'ecuatorian']",14
JAJAJAJA NADIE CREEMOS.,facebook,jajajaja nadie creemos,"['jajajaj', 'nadi', 'cre']",3
Otra mentira mas,facebook,otra mentira mas,"['mentir', 'mas']",3
Que pena saber que esté tipo nos gobierna,facebook,que pena saber que este tipo nos gobierna,"['pen', 'sab', 'tip', 'gobiern']",8
Pura campaña pone muchas trabas por qué no dicen que tienen que ganar más de $1000 para que le aprueben una persona que gane un sueldo básico jamás podrá comprar una casa siempre le dicen no mentiroso pura campaña,facebook,pura campana pone muchas trabas por que no dicen que tienen que ganar mas de para que le aprueben una persona que gane un sueldo basico jamas podra comprar una casa siempre le dicen no mentiroso pura campana,"['pur', 'campan', 'pon', 'much', 'trab', 'dic', 'gan', 'mas', 'aprueb', 'person', 'gan', 'sueld', 'basic', 'jam', 'podr', 'compr', 'cas', 'siempr', 'dic', 'mentir', 'pur', 'campan']",39
Queremos que se vaya me cae muy mal,facebook,queremos que se vaya me cae muy mal,"['quer', 'vay', 'cae', 'mal']",8
Eres bajo mas bajo jaja,facebook,eres bajo mas bajo jaja,"['baj', 'mas', 'baj', 'jaj']",5
Cuando aregles todo ecuador ay te creo,facebook,cuando aregles todo ecuador ay te creo,"['aregl', 'ecuador', 'cre']",7
Que más baja sea la delincuencia en eso debería de preocuparse,facebook,que mas baja sea la delincuencia en eso deberia de preocuparse,"['mas', 'baj', 'delincuent', 'deberi', 'preocup']",11
falto decir dedicado para mis floriAsnos!!,facebook,falto decir dedicado para mis floriasnos,"['falt', 'dec', 'dedic', 'floriasn']",6
Señor Presidente a los que tenemos prestamos hipotecarios sería bueno que nos bajen la tasa de interés,facebook,senor presidente a los que tenemos prestamos hipotecarios seria bueno que nos bajen la tasa de interes,"['senor', 'president', 'prest', 'hipotecari', 'seri', 'buen', 'baj', 'tas', 'inter']",17
Oye cojudo cuando vas a devolver lo del impuesto a la renta y el iva ?,facebook,oye cojudo cuando vas a devolver lo del impuesto a la renta y el iva,"['oye', 'cojud', 'vas', 'devolv', 'impuest', 'rent', 'iva']",16
Payasooo es lo que eres,facebook,payasooo es lo que eres,['payasoo'],5
MÁS BAJO COMO LOS HOSPITALES SIN MEDICAMENTOS,facebook,mas bajo como los hospitales sin medicamentos,"['mas', 'baj', 'hospital', 'medicament']",7
Felicitaciones mi Presidente adelante,facebook,felicitaciones mi presidente adelante,"['felicit', 'president', 'adel']",4
Y cuánto debe ganar un empleo para comprar ésas casas,facebook,y cuanto debe ganar un empleo para comprar esas casas,"['cuant', 'deb', 'gan', 'emple', 'compr', 'cas']",10
BENDICIONES PRESIDENTE NOBOA,facebook,bendiciones presidente noboa,"['bendicion', 'president', 'nobo']",3
Muy bien Señor Presidente,facebook,muy bien senor presidente,"['bien', 'senor', 'president']",4
Gracias mi presidente,facebook,gracias mi presidente,"['graci', 'president']",3
Excelente..los buenos somos mas.,facebook,excelentelos buenos somos mas,"['excelentel', 'buen', 'mas']",4
.gracias Presidente.,facebook,gracias presidente,"['graci', 'president']",2
Dios le bendiga señor precidente muchas gracias,facebook,dios le bendiga senor precidente muchas gracias,"['dios', 'bendig', 'senor', 'precident', 'much', 'graci']",7
Adelante presidente Daniel Noboa Dios lo bendiga,facebook,adelante presidente daniel noboa dios lo bendiga,"['adel', 'president', 'daniel', 'nobo', 'dios', 'bendig']",7
Adelante Presidente. La gente buena y pensante está con usted. Bendiciones.,facebook,adelante presidente la gente buena y pensante esta con usted bendiciones,"['adel', 'president', 'gent', 'buen', 'pensant', 'usted', 'bendicion']",11
"Daniel Noboa Azin el Biees indica que será solo casas hasta 50000, porque no permite que sea igual al valor de la casa como mit-miti hasta 110000... Las casas de 50000 son casa muy pequeñas, etc..",facebook,daniel noboa azin el biees indica que sera solo casas hasta porque no permite que sea igual al valor de la casa como mitmiti hasta las casas de son casa muy pequenas etc,"['daniel', 'nobo', 'azin', 'bie', 'indic', 'ser', 'sol', 'cas', 'permit', 'igual', 'valor', 'cas', 'mitmiti', 'cas', 'cas', 'pequen', 'etc']",36
Señor quiero mi primera casa,facebook,senor quiero mi primera casa,"['senor', 'quier', 'primer', 'cas']",5
Dizque dan Préstamos Hipotecarios ahí si hay plata para que el Afiliado se endeuden y sinembargo para aumentarle x lo menos el sueldo Básico a los que NO ganan ese valor NO HAY PLATA..,facebook,dizque dan prestamos hipotecarios ahi si hay plata para que el afiliado se endeuden y sinembargo para aumentarle x lo menos el sueldo basico a los que no ganan ese valor no hay plata,"['dizqu', 'dan', 'prest', 'hipotecari', 'ahi', 'plat', 'afili', 'endeud', 'sinembarg', 'aument', 'men', 'sueld', 'basic', 'gan', 'valor', 'plat']",34
Muy bien presid3nte un orgullo de mi Pais Ecuador,facebook,muy bien presidnte un orgullo de mi pais ecuador,"['bien', 'presidnt', 'orgull', 'pais', 'ecuador']",9
Apoyo total al Presidente,facebook,apoyo total al presidente,"['apoy', 'total', 'president']",4
Excelente mi presidente cada vez buenas noticias,facebook,excelente mi presidente cada vez buenas noticias,"['excelent', 'president', 'cad', 'vez', 'buen', 'notici']",7
Dios lo siga bendiciendo grandemente Sr Presidente.,facebook,dios lo siga bendiciendo grandemente sr presidente,"['dios', 'sig', 'bendic', 'grandement', 'president']",7
Pero también ponga para poder comprar Casa en samborondón ￼,facebook,pero tambien ponga para poder comprar casa en samborondon,"['tambi', 'pong', 'pod', 'compr', 'cas', 'samborondon']",10
"Bien Sr Presidente, El mejor de todos Los tiempo, I para los sufridores, mastica y traga y no hagas bomba.",facebook,bien sr presidente el mejor de todos los tiempo i para los sufridores mastica y traga y no hagas bomba,"['bien', 'president', 'mejor', 'tiemp', 'sufridor', 'mastic', 'trag', 'hag', 'bomb']",20
Diana Gomez a menos q seas miembro de un GDO ahí si estaría preocupado la gente sale normal las playas en feriados a rebosar pero claro los q se autoeliminan son los lobos y demás rat@s,facebook,diana gomez a menos q seas miembro de un gdo ahi si estaria preocupado la gente sale normal las playas en feriados a rebosar pero claro los q se autoeliminan son los lobos y demas rat,"['dian', 'gomez', 'men', 'miembr', 'gdo', 'ahi', 'estari', 'preocup', 'gent', 'sal', 'normal', 'play', 'feri', 'reb', 'clar', 'autoelimin', 'lob', 'dem', 'rat']",36
"Diana Gomez que hablas ignorante con Daniel se empieza a combatir,por qué en el pasado les daba miedo   y el ladrón de Correa hizo pacto con la mafia",facebook,diana gomez que hablas ignorante con daniel se empieza a combatirpor que en el pasado les daba miedo y el ladron de correa hizo pacto con la mafia,"['dian', 'gomez', 'habl', 'ignor', 'daniel', 'empiez', 'combatirpor', 'pas', 'dab', 'mied', 'ladron', 'corre', 'hiz', 'pact', 'mafi']",28
"Diana Gomez pues donde vives con quien te juntas, la gente de bien no nos quejamos trabajamos y ya",facebook,diana gomez pues donde vives con quien te juntas la gente de bien no nos quejamos trabajamos y ya,"['dian', 'gomez', 'pues', 'viv', 'junt', 'gent', 'bien', 'quej', 'trabaj']",19
"Diana Gomez Acaso no ven noticias que es el único Gobierno que está dando duro ala delincuencia y narcotraficantes,y esto es cada día que los atrapan,Claro Pero hay Jueces Correistas que les dan libertad a sus ñaños.",facebook,diana gomez acaso no ven noticias que es el unico gobierno que esta dando duro ala delincuencia y narcotraficantesy esto es cada dia que los atrapanclaro pero hay jueces correistas que les dan libertad a sus nanos,"['dian', 'gomez', 'acas', 'ven', 'notici', 'unic', 'gobiern', 'dand', 'dur', 'ala', 'delincuent', 'narcotraficantesy', 'cad', 'dia', 'atrapanclar', 'juec', 'correist', 'dan', 'libert', 'nan']",37
"Diana Gomez usted paso eso o le contaron, yo hablo por mi en el Hospital de Latacunga es muy buena la atención y los médicos y todos.",facebook,diana gomez usted paso eso o le contaron yo hablo por mi en el hospital de latacunga es muy buena la atencion y los medicos y todos,"['dian', 'gomez', 'usted', 'pas', 'cont', 'habl', 'hospital', 'latacung', 'buen', 'atencion', 'medic']",27
"Diana Gomez dile a tu amo Ratael que devuelva el dinero del IESS,el presidente Noboa tiene que pagar millones de dólares que dejó Ratael,no solo al IESS,también à Solca,jubilados,profesores,China y mucho más",facebook,diana gomez dile a tu amo ratael que devuelva el dinero del iessel presidente noboa tiene que pagar millones de dolares que dejo rataelno solo al iesstambien a solcajubiladosprofesoreschina y mucho mas,"['dian', 'gomez', 'dil', 'amo', 'ratael', 'devuelv', 'diner', 'iessel', 'president', 'nobo', 'pag', 'millon', 'dolar', 'dej', 'rataeln', 'sol', 'iesstambi', 'solcajubiladosprofesoreschin', 'mas']",32
Diana Gomez Pero votaste NO y ahora te quejas.,facebook,diana gomez pero votaste no y ahora te quejas,"['dian', 'gomez', 'vot', 'ahor', 'quej']",9
Diana Gomez Ecuador está así gracias a tu correa,facebook,diana gomez ecuador esta asi gracias a tu correa,"['dian', 'gomez', 'ecuador', 'asi', 'graci', 'corre']",9
"Diana Gomez la verdad es que los negocios han prosperado , existe poder adquisitivo la economía se ha dinamisado, el riezgo país ha bajado y eso es bueno para todos ,a los Ecutorianos de bien esto les alegra , a los fanáticos del prófugo les molesta.",facebook,diana gomez la verdad es que los negocios han prosperado existe poder adquisitivo la economia se ha dinamisado el riezgo pais ha bajado y eso es bueno para todos a los ecutorianos de bien esto les alegra a los fanaticos del profugo les molesta,"['dian', 'gomez', 'verd', 'negoci', 'prosper', 'exist', 'pod', 'adquisit', 'economi', 'dinamis', 'riezg', 'pais', 'baj', 'buen', 'ecutorian', 'bien', 'alegr', 'fanat', 'profug', 'molest']",46
"Diana GomezY porque votaron NO cuando todo queria encaminarse para mejorar, como los jueces corruptos que llega a sus manos un delincuente y por ahi mismo lo saca. NO SE QUEJE ENTONCES",facebook,diana gomezy porque votaron no cuando todo queria encaminarse para mejorar como los jueces corruptos que llega a sus manos un delincuente y por ahi mismo lo saca no se queje entonces,"['dian', 'gomezy', 'vot', 'queri', 'encamin', 'mejor', 'juec', 'corrupt', 'lleg', 'man', 'delincuent', 'ahi', 'mism', 'sac', 'quej', 'entonc']",32
#esTAmañana |El ‘influencer’ y abogado empresarial   Nicolás Muñoz nos habla sobre el poder de saber vender o 'venderte' para empezar a emprender.,facebook,el influencer y abogado empresarial nicolas munoz nos habla sobre el poder de saber vender o venderte para empezar a emprender,"['influenc', 'abog', 'empresarial', 'nicol', 'munoz', 'habl', 'pod', 'sab', 'vend', 'vendert', 'empez', 'emprend']",22
"#esTAmañana | Además de chef, filósofo   'Pipe' Campana deja una verdadera perla de sabiduría culinaria y de vida al 'influencer' Nicolás Muñoz.",facebook,ademas de chef filosofo pipe campana deja una verdadera perla de sabiduria culinaria y de vida al influencer nicolas munoz,"['adem', 'chef', 'filosof', 'pip', 'campan', 'dej', 'verdader', 'perl', 'sabiduri', 'culinari', 'vid', 'influenc', 'nicol', 'munoz']",22
"En 50 años pasaron de ser un país de pescadores a una mega metrópoli #Dubai y #Abudhabi fueron increíbles   comiendo rico, viajando desde bus hasta primera clase y topa… Ver más",facebook,en anos pasaron de ser un pais de pescadores a una mega metropoli y fueron increibles comiendo rico viajando desde bus hasta primera clase y topa ver mas,"['anos', 'pas', 'ser', 'pais', 'pescador', 'meg', 'metropoli', 'increibl', 'com', 'ric', 'viaj', 'bus', 'primer', 'clas', 'top', 'ver', 'mas']",31
No se necesita teoría para vender solo hay que ser estratégico nadie te puede enseñar algo que ya existe la mejor explicación es la experiencia todo lo demás es pura pantalla,facebook,no se necesita teoria para vender solo hay que ser estrategico nadie te puede ensenar algo que ya existe la mejor explicacion es la experiencia todo lo demas es pura pantalla,"['necesit', 'teori', 'vend', 'sol', 'ser', 'estrateg', 'nadi', 'pued', 'ensen', 'exist', 'mejor', 'explic', 'experient', 'dem', 'pur', 'pantall']",31
Tan facil como decir ya no tengas ansiedad pórtate fuerte así más o menos jjjjjjj,facebook,tan facil como decir ya no tengas ansiedad portate fuerte asi mas o menos jjjjjjj,"['tan', 'facil', 'dec', 'ansied', 'portat', 'fuert', 'asi', 'mas', 'men', 'jjjjjjj']",15
Existe un Profesor que te abre esos ojos en mi U uf lo mejor Phd Xavier Ortega. La afministracion estartegica tiene muchas etapas. Esta es una pequeña. Rama. Se necesita estudiar mucho o ser estrategico empirico para desarrollar una Visión...,facebook,existe un profesor que te abre esos ojos en mi u uf lo mejor phd xavier ortega la afministracion estartegica tiene muchas etapas esta es una pequena rama se necesita estudiar mucho o ser estrategico empirico para desarrollar una vision,"['exist', 'profesor', 'abre', 'ojos', 'mejor', 'phd', 'xavi', 'orteg', 'afministr', 'estarteg', 'much', 'etap', 'pequen', 'ram', 'necesit', 'estudi', 'ser', 'estrateg', 'empir', 'desarroll', 'vision']",40
Con la Papa en la boca   parece el influenzer kui,facebook,con la papa en la boca parece el influenzer kui,"['pap', 'boc', 'parec', 'influenz', 'kui']",10
Para mi lo más importante es desarrollar espíritu emprendedor,facebook,para mi lo mas importante es desarrollar espiritu emprendedor,"['mas', 'import', 'desarroll', 'espiritu', 'emprendedor']",9
Descubrió el agua tibia,facebook,descubrio el agua tibia,"['descubri', 'agu', 'tibi']",4
LE EXPLICAS DIEZ HORAS Y LA BOADA NO ENTIENDE,facebook,le explicas diez horas y la boada no entiende,"['explic', 'diez', 'hor', 'boad', 'entiend']",9
JAJAJAJAJA decir tanto y no decir nada,facebook,jajajajaja decir tanto y no decir nada,"['jajajajaj', 'dec', 'dec']",7
"Quizá no es necesario registrar la marca pero dependiendo el proyecto, y en esta era tecnológica, ya se requiere temas de propiedad intelectual, crear una SAS para protección de patrimonio y seriedad para inversionistas, lo que implica gastos legales y contables recurrentes, entonces sí se requiere inversión inicial, incluso para prototipar, aprender del mercado y pivotar, también se requiere gasto, entonces no es tan así como dice Nicolás",facebook,quiza no es necesario registrar la marca pero dependiendo el proyecto y en esta era tecnologica ya se requiere temas de propiedad intelectual crear una sas para proteccion de patrimonio y seriedad para inversionistas lo que implica gastos legales y contables recurrentes entonces si se requiere inversion inicial incluso para prototipar aprender del mercado y pivotar tambien se requiere gasto entonces no es tan asi como dice nicolas,"['quiz', 'necesari', 'registr', 'marc', 'depend', 'proyect', 'tecnolog', 'requier', 'tem', 'propied', 'intelectual', 'cre', 'sas', 'proteccion', 'patrimoni', 'seried', 'inversion', 'implic', 'gast', 'legal', 'contabl', 'recurrent', 'entonc', 'requier', 'inversion', 'inicial', 'inclus', 'prototip', 'aprend', 'merc', 'pivot', 'tambi', 'requier', 'gast', 'entonc', 'tan', 'asi', 'dic', 'nicol']",68
Solo necesitas ChatGPT,facebook,solo necesitas chatgpt,"['sol', 'necesit', 'chatgpt']",3
Pero este pana vendió algo alguna vez?,facebook,pero este pana vendio algo alguna vez,"['pan', 'vendi', 'algun', 'vez']",7
"Ese libro 10x te habla de hacer más de lo que la gente normalmente. Si la gente hace normalmente un esfuerzos, tu tienes que hacer x10... No habla de ventas. Desde ahí ya empezamos a informar mal. Para ventas hay libros como: (qué comprar los que tienen dinero) , (psicología de ventas) , (vende a la mente, no a la gente) y (algo de psicología oscura)",facebook,ese libro x te habla de hacer mas de lo que la gente normalmente si la gente hace normalmente un esfuerzos tu tienes que hacer x no habla de ventas desde ahi ya empezamos a informar mal para ventas hay libros como que comprar los que tienen dinero psicologia de ventas vende a la mente no a la gente y algo de psicologia oscura,"['libr', 'habl', 'hac', 'mas', 'gent', 'normal', 'gent', 'hac', 'normal', 'esfuerz', 'hac', 'habl', 'vent', 'ahi', 'empez', 'inform', 'mal', 'vent', 'libr', 'compr', 'diner', 'psicologi', 'vent', 'vend', 'ment', 'gent', 'psicologi', 'oscur']",66
"Pregunten cuántas empresas tiene este, el fue quien dijo que la Cooperativa crea era una de las más Solventes y total !!!",facebook,pregunten cuantas empresas tiene este el fue quien dijo que la cooperativa crea era una de las mas solventes y total,"['pregunt', 'cuant', 'empres', 'dij', 'cooper', 'cre', 'mas', 'solvent', 'total']",22
Este pana dijo que la subida de diésel no causa efecto jajajaja es un centavo menos un centavo más jajajaja,facebook,este pana dijo que la subida de diesel no causa efecto jajajaja es un centavo menos un centavo mas jajajaja,"['pan', 'dij', 'sub', 'diesel', 'caus', 'efect', 'jajajaj', 'centav', 'men', 'centav', 'mas', 'jajajaj']",20
datos para creerle.,facebook,datos para creerle,"['dat', 'cre']",3
Yaya cuánto cuesta el curso ??,facebook,yaya cuanto cuesta el curso,"['yay', 'cuant', 'cuest', 'curs']",6
Si si clarooo...!!  Que buen labioso cuencano sos...,facebook,si si clarooo que buen labioso cuencano sos,"['claroo', 'buen', 'labios', 'cuencan', 'sos']",8
Gracias por compartir Nicolás R. Muñoz,facebook,gracias por compartir nicolas r munoz,"['graci', 'compart', 'nicol', 'munoz']",6
Y este pendejo de donde apareció?,facebook,y este pendejo de donde aparecio,"['pendej', 'apareci']",6
Ese empleado de mineras,facebook,ese empleado de mineras,"['emple', 'miner']",4
Este tipo a puro video de youtube jaja y,facebook,este tipo a puro video de youtube jaja y,"['tip', 'pur', 'vide', 'youtub', 'jaj']",9
Ese no sabe ni escribir el nombre en un ingluencer con suerte,facebook,ese no sabe ni escribir el nombre en un ingluencer con suerte,"['sab', 'escrib', 'nombr', 'ingluenc', 'suert']",12
"Arrastra espantosamente la ""errreee"" cuando habla este señor. Que dolor de oídos.",facebook,arrastra espantosamente la errreee cuando habla este senor que dolor de oidos,"['arrastr', 'espant', 'errree', 'habl', 'senor', 'dolor', 'oid']",12
*Fiscalización en marcha por caso “Hacienda San Luis”: legislador cuestiona irregularidades*,facebook,fiscalizacion en marcha por caso hacienda san luis legislador cuestiona irregularidades,"['fiscaliz', 'march', 'cas', 'haciend', 'san', 'luis', 'legisl', 'cuestion', 'irregular']",11
"El asambleísta de la Revolución Ciudadana, Héctor Rodríguez, anunció el inicio de un proceso de fiscalización sobre el caso “Hacienda San Luis”, donde el 13 de febrero las autoridades incautaron 193,96 kg de clorhidrato de cocaína en un predio presuntamente vinculado al Grupo Noboa. El legislador señaló que la investigación presenta “graves irregularidades” y afirmó que solicitará información oficial a las instituciones involucradas para esclarecer responsabilidades y verificar si se ha intentado obstaculizar el proceso.",facebook,el asambleista de la revolucion ciudadana hector rodriguez anuncio el inicio de un proceso de fiscalizacion sobre el caso hacienda san luis donde el de febrero las autoridades incautaron kg de clorhidrato de cocaina en un predio presuntamente vinculado al grupo noboa el legislador senalo que la investigacion presenta graves irregularidades y afirmo que solicitara informacion oficial a las instituciones involucradas para esclarecer responsabilidades y verificar si se ha intentado obstaculizar el proceso,"['asambl', 'revolucion', 'ciudadan', 'hector', 'rodriguez', 'anunci', 'inici', 'proces', 'fiscaliz', 'cas', 'haciend', 'san', 'luis', 'febrer', 'autor', 'incaut', 'clorhidrat', 'cocain', 'predi', 'presunt', 'vincul', 'grup', 'nobo', 'legisl', 'senal', 'investig', 'present', 'grav', 'irregular', 'afirm', 'solicit', 'inform', 'oficial', 'institu', 'involucr', 'esclarec', 'respons', 'verific', 'intent', 'obstaculiz', 'proces']",75
Puro blabla don vende humo,facebook,puro blabla don vende humo,"['pur', 'blabl', 'don', 'vend', 'hum']",5
"Has un prototipo, que facil no? No se puede hablar con tanta seguridad de un tema del que se xonoce solo el 1%.",facebook,has un prototipo que facil no no se puede hablar con tanta seguridad de un tema del que se xonoce solo el,"['prototip', 'facil', 'pued', 'habl', 'tant', 'segur', 'tem', 'xonoc', 'sol']",23
"Es muy bueno ,",facebook,es muy bueno,['buen'],4
Falto decir a PURO PATAZO así es como vende ese señor,facebook,falto decir a puro patazo asi es como vende ese senor,"['falt', 'dec', 'pur', 'pataz', 'asi', 'vend', 'senor']",11
Ya se olvido como se portó en un partido de basket,facebook,ya se olvido como se porto en un partido de basket,"['olvid', 'port', 'part', 'basket']",11
Vergüenza debería darle,facebook,verguenza deberia darle,"['verguenz', 'deberi', 'darl']",3
"Esa man es bailarina y el es TikTokero, que se puede aprender de ese par",facebook,esa man es bailarina y el es tiktokero que se puede aprender de ese par,"['man', 'bailarin', 'tiktoker', 'pued', 'aprend', 'par']",15
Los nuevos faranduleros,facebook,los nuevos faranduleros,"['nuev', 'faranduler']",3
"un aniñado que estudio dereecho por la huevas porque nunca ejercio ni madres..despues de andar vagiando se le ocurrio la brillante idea de entrevistar a sus panas de su circulo social el entonces ahora resulta ""INFLUENCER CRACK EN INVERCIONES Y MASTER TUTORIALES "" ahora a vivir de vender cursos de como vivir de internet JAAJAJAJAJAJA",facebook,un aninado que estudio dereecho por la huevas porque nunca ejercio ni madresdespues de andar vagiando se le ocurrio la brillante idea de entrevistar a sus panas de su circulo social el entonces ahora resulta influencer crack en inverciones y master tutoriales ahora a vivir de vender cursos de como vivir de internet jaajajajajaja,"['anin', 'estudi', 'dereech', 'huev', 'nunc', 'ejerci', 'madresdespu', 'andar', 'vagi', 'ocurri', 'brillant', 'ide', 'entrevist', 'pan', 'circul', 'social', 'entonc', 'ahor', 'result', 'influenc', 'crack', 'invercion', 'mast', 'tutorial', 'ahor', 'viv', 'vend', 'curs', 'viv', 'internet', 'jaajajajajaj']",55
vendehumos criollo.,facebook,vendehumos criollo,"['vendehum', 'crioll']",2
Calla shunsho mi marca me quitaron por no patentar... y un grupo empresarial lo iso...,facebook,calla shunsho mi marca me quitaron por no patentar y un grupo empresarial lo iso,"['call', 'shunsh', 'marc', 'quit', 'patent', 'grup', 'empresarial', 'iso']",15
2025 el mejor año de mi vida   gracias por tanto,facebook,el mejor ano de mi vida gracias por tanto,"['mejor', 'ano', 'vid', 'graci']",10
"#esTAmañana I Nicolás Muñoz, abogado y creador de contenidos, alegró el set con mensajes positivos y con consejo para los emprendedores https://ow.ly/xkvK50XqQOb",facebook,i nicolas munoz abogado y creador de contenidos alegro el set con mensajes positivos y con consejo para los emprendedores,"['nicol', 'munoz', 'abog', 'creador', 'conten', 'alegr', 'set', 'mensaj', 'posit', 'consej', 'emprendedor']",22
2016   con 26 años lo daba todo en la oficina   apoyaba en el Cuenquita como secretario   tenía unos compañeros increíbles en SL y la CCC   conocí Galápagos y a Sh… Ver más,facebook,con anos lo daba todo en la oficina apoyaba en el cuenquita como secretario tenia unos companeros increibles en sl y la ccc conoci galapagos y a sh ver mas,"['anos', 'dab', 'oficin', 'apoy', 'cuenquit', 'secretari', 'teni', 'companer', 'increibl', 'ccc', 'conoci', 'galapag', 'ver', 'mas']",32
Mi MAMÁ siempre me VIO trabajando en TELEVISIÓN desde niño,facebook,mi mama siempre me vio trabajando en television desde nino,"['mam', 'siempr', 'vio', 'trabaj', 'television', 'nin']",10
#NicolasMuñoz,facebook,,[],1
¿Luz cálida o luz blanca? Aprende a iluminar tu hogar como un profesional,facebook,luz calida o luz blanca aprende a iluminar tu hogar como un profesional,"['luz', 'cal', 'luz', 'blanc', 'aprend', 'ilumin', 'hog', 'profesional']",13
Camino a Dubai   para compartir escenario con estos cracks   voy a dar mi primera conferencia en inglés   hablando de cómo las historias forjan nuestro futuro y mi tr… Ver más,facebook,camino a dubai para compartir escenario con estos cracks voy a dar mi primera conferencia en ingles hablando de como las historias forjan nuestro futuro y mi tr ver mas,"['camin', 'dubai', 'compart', 'escenari', 'cracks', 'voy', 'dar', 'primer', 'conferent', 'ingles', 'habl', 'histori', 'forj', 'futur', 'ver', 'mas']",30
Ecuador es el país que más  recomiendan los expertos para vivir,facebook,ecuador es el pais que mas recomiendan los expertos para vivir,"['ecuador', 'pais', 'mas', 'recomiend', 'expert', 'viv']",11
Este libro me lo recomendó @davidmartinezmal y es una mirada totalmente distinta al dinero   muy recomendado,facebook,este libro me lo recomendo y es una mirada totalmente distinta al dinero muy recomendado,"['libr', 'recomend', 'mir', 'total', 'distint', 'diner', 'recomend']",16
El día que DEJ3 la TELEVISI0N y ENTR3 en la RADIO,facebook,el dia que dej la televisin y entr en la radio,"['dia', 'dej', 'televisin', 'entr', 'radi']",11
Le pregunté a @josephsst sobre el edificio más feo de #Quito   #iqon #negocios,facebook,le pregunte a sobre el edificio mas feo de,"['pregunt', 'edifici', 'mas', 'feo']",13
Di una charla en inglés hablando de las cosas buenas que tiene mi país   hace 5 años terminé el curso online de SER EXTRAORDINARIO con @vishen en donde decreté que s… Ver más,facebook,di una charla en ingles hablando de las cosas buenas que tiene mi pais hace anos termine el curso online de ser extraordinario con en donde decrete que s ver mas,"['charl', 'ingles', 'habl', 'cos', 'buen', 'pais', 'hac', 'anos', 'termin', 'curs', 'onlin', 'ser', 'extraordinari', 'decret', 'ver', 'mas']",33
En hotelería (y en cualquier negocio) el romanticismo no paga las cuentas.,facebook,en hoteleria y en cualquier negocio el romanticismo no paga las cuentas,"['hoteleri', 'cualqui', 'negoci', 'romantic', 'pag', 'cuent']",12
Cada metro cuadrado tiene que justificar su existencia.… Ver más,facebook,cada metro cuadrado tiene que justificar su existencia ver mas,"['cad', 'metr', 'cuadr', 'justific', 'existent', 'ver', 'mas']",10
No puedo creer que estoy en un ranking junto a @hormozi y @tonyrobbins   Antony Martini investigó las 200 voces más influyentes en #negocios en #Linkedin y en puesto… Ver más,facebook,no puedo creer que estoy en un ranking junto a y antony martini investigo las voces mas influyentes en en y en puesto ver mas,"['pued', 'cre', 'ranking', 'junt', 'antony', 'martini', 'investig', 'voc', 'mas', 'influyent', 'puest', 'ver', 'mas']",30
Esta es la verdad de las  criptomonedas “Bitcoin” (archivo 2022),facebook,esta es la verdad de las criptomonedas bitcoin archivo,"['verd', 'criptomoned', 'bitcoin', 'archiv']",10
#nicolasmuñoz,facebook,,[],1
Galo y Galito van a conseguir una   Michellin vendiendo hornado   lo que hacen en @cosasfinasdelaflorida es de locos   no se pierdan este #MQI en mi canal de Youtube,facebook,galo y galito van a conseguir una michellin vendiendo hornado lo que hacen en es de locos no se pierdan este en mi canal de youtube,"['gal', 'galit', 'van', 'consegu', 'michellin', 'vend', 'horn', 'hac', 'loc', 'pierd', 'canal', 'youtub']",28
Primera vez volando en Business Class #KLM,facebook,primera vez volando en business class,"['primer', 'vez', 'vol', 'business', 'class']",7
En la hotelería de alto nivel hay límites claros.,facebook,en la hoteleria de alto nivel hay limites claros,"['hoteleri', 'alto', 'nivel', 'limit', 'clar']",9
"El lujo no es aguantar faltas de respeto, es proteger a tu equipo.… Ver más",facebook,el lujo no es aguantar faltas de respeto es proteger a tu equipo ver mas,"['luj', 'aguant', 'falt', 'respet', 'proteg', 'equip', 'ver', 'mas']",15
Conversando con NICOLÁS MUÑOZ conociendo sobre su trabajo y propósito mientras recorremos la hermosa CUENCA #conversa #entrevista #cuenca #ecuador,facebook,conversando con nicolas munoz conociendo sobre su trabajo y proposito mientras recorremos la hermosa cuenca,"['convers', 'nicol', 'munoz', 'conoc', 'trabaj', 'proposit', 'mientr', 'recorr', 'hermos', 'cuenc']",19
"""En Ecuador hay éxito cuando nos unimos todos"".… Ver más",facebook,en ecuador hay exito cuando nos unimos todos ver mas,"['ecuador', 'exit', 'unim', 'ver', 'mas']",10
¿Sabías que bajo uno de los parques más importantes de Cuenca... está enterrado un estadio?,facebook,sabias que bajo uno de los parques mas importantes de cuenca esta enterrado un estadio,"['sabi', 'baj', 'parqu', 'mas', 'import', 'cuenc', 'enterr', 'estadi']",15
